PublishedLineName,DirectionRef,NextStopPointName,VehicleLocation.Latitude,VehicleLocation.Longitude,DistanceFromStop
B1,1.0,BRIGHTON BEACH AV/BRIGHTON 14 ST,40.577618,-73.95558100000001,23.0
B1,1.0,BRIGHTON BEACH AV/BRIGHTON 3 ST,40.577099,-73.963814,0.0
B1,1.0,BRIGHTON BEACH AV/BRIGHTON 6 ST,40.577558,-73.96167700000001,9.0
B1,1.0,BRIGHTON BEACH AV/CORBIN PL,40.577346999999996,-73.954593,41.0
B1,1.0,BRIGHTON BEACH AV/OCEAN PY,40.576321,-73.967623,0.0
B1,1.0,BRIGHTON BEACH/CONEY ISLAND AV,40.577933,-73.959924,20.0
B1,1.0,OCEAN PKY/SHORE PKY,40.584778,-73.966831,0.0
B1,1.0,OCEAN PY/OCEAN VIEW AV,40.578195,-73.968102,6.0
B1,1.0,OCEAN PY/WEST AV,40.581788,-73.967271,20.0
B1,1.0,ORIENTAL BL/HASTINGS ST,40.5778,-73.944009,0.0
B1,1.0,ORIENTAL BL/KENSINGTON ST,40.578102,-73.941241,0.0
B1,1.0,ORIENTAL BL/MACKENZIE ST,40.578114,-73.94023100000001,4.0
B1,1.0,ORIENTAL BL/OCEAN AV,40.577414000000005,-73.947513,9.0
B1,1.0,ORIENTAL BL/WEST END AV,40.576862,-73.953069,0.0
B11,0.0,2 AV/56 ST,40.645891999999996,-74.020252,14.0
B11,0.0,50 ST/10 AV,40.638657,-73.999641,70.0
B11,0.0,50 ST/11 AV,40.637401000000004,-73.997559,84.0
B11,0.0,50 ST/13 AV,40.634305,-73.992434,17.0
B11,0.0,50 ST/14 AV,40.633055999999996,-73.99036600000001,16.0
B11,0.0,50 ST/15 AV,40.631696999999996,-73.988122,18.0
B11,0.0,50 ST/16 AV,40.630596000000004,-73.986295,57.0
B11,0.0,50 ST/17 AV,40.629098,-73.983812,56.0
B11,0.0,50 ST/18 AV,40.628067,-73.98210999999999,95.0
B11,0.0,50 ST/19 AV,40.626661,-73.979773,93.0
B11,0.0,50 ST/20 AV,40.625206,-73.977369,19.0
B11,0.0,50 ST/4 AV,40.646359000000004,-74.012393,22.0
B11,0.0,50 ST/5 AV,40.644933,-74.01003399999999,5.0
B11,0.0,50 ST/6 AV,40.643945,-74.008398,67.0
B11,0.0,50 ST/7 AV,40.643121,-74.007035,159.0
B11,0.0,50 ST/8 AV,40.640927000000005,-74.003401,2.0
B11,0.0,50 ST/9 AV,40.639986,-74.001846,71.0
B11,0.0,50 ST/FT HAMILTON PY,40.637873,-73.99834399999999,32.0
B11,0.0,50 ST/NEW UTRECHT AV,40.635954999999996,-73.995166,77.0
B11,0.0,52 ST/2 AV,40.647771,-74.018299,62.0
B11,0.0,52 ST/3 AV,40.646783,-74.01612,92.0
B11,0.0,52 ST/4 AV,40.645537,-74.014054,11.0
B11,0.0,58 ST/1 Av,40.64549,-74.023125,0.0
B11,0.0,AV I/E 3 ST,40.626101,-73.975192,123.0
B11,0.0,AV I/MC DONALD AV,40.626034999999995,-73.975796,2.0
B11,0.0,AV I/OCEAN PY,40.626518,-73.971423,7.0
B11,0.0,AV J/CONEY ISLAND AV,40.625149,-73.965245,123.0
B11,0.0,AV J/E 16 ST,40.62525,-73.96074399999999,13.0
B11,0.0,AV J/E 18 ST,40.625491,-73.95855,33.0
B11,0.0,BEDFORD AV/AV J,40.626246,-73.951667,36.0
B11,0.0,BEDFORD AV/CAMPUS RD,40.632408,-73.952781,7.0
B11,0.0,CONEY ISLAND AV/AV I,40.626777000000004,-73.965553,6.0
B11,0.0,GLENWOOD RD/BEDFORD AV,40.632528,-73.952804,113.0
B11,0.0,GLENWOOD RD/FLATBUSH AV,40.634415999999995,-73.949595,0.0
B11,0.0,NOSTRAND AV / AV H,40.632587,-73.947626,63.0
B11,1.0,1 AV / 56 ST,40.647217,-74.02246099999999,26.0
B11,1.0,18 AV/47 ST,40.629307,-73.980002,12.0
B11,1.0,4 AV/53 ST,40.646509,-74.01265699999999,277.0
B11,1.0,49 ST/10 AV,40.639181,-73.99899599999999,10.0
B11,1.0,49 ST/11 AV,40.636625,-73.994787,219.0
B11,1.0,49 ST/13 AV,40.634890999999996,-73.9919,65.0
B11,1.0,49 ST/14 AV,40.633611,-73.989776,50.0
B11,1.0,49 ST/16 AV,40.631204,-73.985786,0.0
B11,1.0,49 ST/17 AV,40.629529,-73.98301500000001,38.0
B11,1.0,49 ST/18 AV,40.62912,-73.980187,148.0
B11,1.0,49 ST/4 AV,40.646368,-74.010901,102.0
B11,1.0,49 ST/5 AV,40.645793,-74.009949,13.0
B11,1.0,49 ST/6 AV,40.643239,-74.005717,222.0
B11,1.0,49 ST/7 AV,40.643145000000004,-74.005561,9.0
B11,1.0,49 ST/8 AV,40.64184,-74.003398,6.0
B11,1.0,49 ST/9 AV,40.640443,-74.001086,21.0
B11,1.0,49 ST/NEW UTRECHT AV,40.636547,-73.99465699999999,7.0
B11,1.0,53 ST/1 AV,40.648115999999995,-74.019839,103.0
B11,1.0,53 ST/2 AV,40.646865999999996,-74.019239,111.0
B11,1.0,55 ST/2 AV,40.646175,-74.019643,4.0
B11,1.0,55 ST/3 AV,40.644855,-74.017454,56.0
B11,1.0,58 ST/1 AV,40.645705,-74.02348,3.0
B11,1.0,AV I/CONEY ISLAND AV,40.627101,-73.96610600000001,0.0
B11,1.0,AV I/E 7 ST,40.626864000000005,-73.968264,144.0
B11,1.0,AV I/MC DONALD AV,40.626005,-73.976062,0.0
B11,1.0,AV J/CONEY ISLAND AV,40.624798999999996,-73.964864,9.0
B11,1.0,AV J/E 15 ST,40.625215000000004,-73.96105,19.0
B11,1.0,AV J/E 18 ST,40.625694,-73.95671999999999,187.0
B11,1.0,AV J/E 23 ST,40.626228000000005,-73.951841,174.0
B11,1.0,BEDFORD AV/AV J,40.626548,-73.951672,19.0
B11,1.0,BEDFORD AV/CAMPUS ROAD,40.632397,-73.95278,46.0
B11,1.0,BEDFORD AV/GLENWOOD RD,40.633432,-73.95294,40.0
B11,1.0,GLENWOOD RD/FLATBUSH AV,40.634493,-73.949439,13.0
B11,1.0,PARKVILLE AV/MCDONALD AV,40.626001,-73.976107,320.0
B12,0.0,ALBANY AV/CLARKSON AV,40.656113,-73.939565,31.0
B12,0.0,ALBANY AV/HAWTHORNE ST,40.658719,-73.939589,9.0
B12,0.0,ALBANY AV/RUTLAND RD,40.660311,-73.939759,12.0
B12,0.0,ALBANY AV/WINTHROP ST,40.657309000000005,-73.939683,48.0
B12,0.0,CLARKSON AV/BEDFORD AV,40.655068,-73.955962,7.0
B12,0.0,CLARKSON AV/E 38 ST,40.655904,-73.942079,4.0
B12,0.0,CLARKSON AV/KINGS CNTY HOS MAIN,40.655756,-73.94449300000001,13.0
B12,0.0,CLARKSON AV/NEW YORK AV,40.655605,-73.946956,16.0
B12,0.0,CLARKSON AV/NOSTRAND AV,40.655467,-73.949303,2.0
B12,0.0,CLARKSON AV/ROGERS AV,40.655234,-73.953202,10.0
B12,0.0,EAST NEW YORK AV/ALBANY AV,40.662056,-73.93994599999999,156.0
B12,0.0,EAST NEW YORK AV/AMBOY ST,40.670635,-73.91463399999999,13.0
B12,0.0,EAST NEW YORK AV/BRISTOL ST,40.671008,-73.913781,102.0
B12,0.0,EAST NEW YORK AV/E 92 ST,40.664094,-73.92964,6.0
B12,0.0,EAST NEW YORK AV/E 94 ST,40.664695,-73.92826,32.0
B12,0.0,EAST NEW YORK AV/E 96 ST,40.665642999999996,-73.926087,7.0
B12,0.0,EAST NEW YORK AV/JUNIUS ST,40.675004,-73.904608,8.0
B12,0.0,EAST NEW YORK AV/MOTHER GASTON BL,40.673431,-73.908164,8.0
B12,0.0,EAST NEW YORK AV/RALPH AV,40.666502,-73.924111,113.0
B12,0.0,EAST NEW YORK AV/ROCKAWAY AV,40.67217,-73.911123,16.0
B12,0.0,EAST NEW YORK AV/ROCKAWAY PY,40.6659,-73.925503,51.0
B12,0.0,EAST NEW YORK AV/SACKMAN ST,40.674134,-73.906605,81.0
B12,0.0,EAST NEW YORK AV/STRAUSS ST,40.669881,-73.916366,11.0
B12,0.0,EAST NEW YORK AV/UNION ST,40.667024,-73.92291999999999,142.0
B12,0.0,EMPIRE BL/UTICA AV,40.663540000000005,-73.931887,21.0
B12,0.0,FULTON ST/ALABAMA AV,40.676868,-73.899671,0.0
B12,0.0,LEFFERTS AV/SCHENECTADY AV,40.663233,-73.936576,158.0
B12,0.0,PARKSIDE AV/BEDFORD AV,40.655858,-73.956649,8.0
B12,0.0,PARKSIDE AV/FLATBUSH AV,40.655546,-73.960177,9.0
B12,0.0,PITKIN AV/HOWARD AV,40.668152,-73.920327,68.0
B12,0.0,SARATOGA AV/PITKIN AV,40.668989,-73.917379,4.0
B12,1.0,ALABAMA AV / FULTON ST,40.676739000000005,-73.899996,0.0
B12,1.0,ALBANY AV/EAST NEW YORK AV,40.662058,-73.939947,29.0
B12,1.0,ALBANY AV/FENIMORE ST,40.65955,-73.939677,10.0
B12,1.0,ALBANY AV/MIDWOOD ST,40.660579,-73.93978800000001,9.0
B12,1.0,ALBANY AV/WINTHROP ST,40.657526000000004,-73.939654,50.0
B12,1.0,CLARKSON AV/ALBANY AV,40.656040999999995,-73.93990500000001,12.0
B12,1.0,CLARKSON AV/BEDFORD AV,40.65506,-73.956079,65.0
B12,1.0,CLARKSON AV/E 39 ST,40.65593,-73.941659,17.0
B12,1.0,CLARKSON AV/FLATBUSH AV,40.654848,-73.959519,3.0
B12,1.0,CLARKSON AV/KINGS CNTY HOS MAIN,40.65576,-73.944437,0.0
B12,1.0,CLARKSON AV/NEW YORK AV,40.655633,-73.946497,43.0
B12,1.0,CLARKSON AV/NOSTRAND AV,40.655390999999995,-73.95060600000001,26.0
B12,1.0,CLARKSON AV/ROGERS AV,40.655259,-73.952799,2.0
B12,1.0,EAST NEW YORK AV/E 95 ST,40.665040000000005,-73.927468,2.0
B12,1.0,EAST NEW YORK AV/E 96 ST,40.665603000000004,-73.92617800000001,36.0
B12,1.0,EAST NEW YORK AV/MONTGOMERY ST,40.664365000000004,-73.929016,70.0
B12,1.0,EAST NEW YORK AV/MOTHER GASTON BL,40.673913,-73.90711999999999,158.0
B12,1.0,EAST NEW YORK AV/PORTAL ST,40.666312,-73.924561,9.0
B12,1.0,EAST NEW YORK AV/RALPH AV,40.667189,-73.92254399999999,52.0
B12,1.0,EAST NEW YORK AV/ROCKAWAY AV,40.672228999999994,-73.910985,69.0
B12,1.0,EAST NEW YORK AV/SARATOGA AV,40.669474,-73.917294,93.0
B12,1.0,EAST NEW YORK AV/ST MARKS AV,40.672986,-73.909164,47.0
B12,1.0,EAST NEW YORK AV/STERLING PL,40.670685,-73.914519,13.0
B12,1.0,EAST NEW YORK AV/TROY AV,40.662376,-73.937634,11.0
B12,1.0,EMPIRE BL/UTICA AV,40.663529,-73.932046,8.0
B12,1.0,NEW YORK AV/LINCOLN PL,40.668591,-73.919321,2.0
B12,1.0,PACIFIC ST/EAST NEW YORK AV,40.675962,-73.902125,283.0
B12,1.0,PARKSIDE AV/OCEAN AV,40.65491,-73.96179599999999,0.0
B12,1.0,SACKMAN ST/DEAN ST,40.674694,-73.90625899999999,10.0
B12,1.0,WOODRUFF AV/OCEAN AV,40.654142,-73.961575,1.0
B13,0.0,62 ST/MYRTLE AV,40.700762,-73.893331,3.0
B13,0.0,COOPER AV/62 ST,40.697846999999996,-73.892394,33.0
B13,0.0,COOPER AV/65 ST,40.698640000000005,-73.888919,21.0
B13,0.0,CRESCENT ST/ATLANTIC AV,40.679821999999994,-73.871107,255.0
B13,0.0,CRESCENT ST/COZINE AV,40.662357,-73.866759,23.0
B13,0.0,CRESCENT ST/GLENMORE AV,40.676331,-73.870237,49.0
B13,0.0,CRESCENT ST/JAMAICA AV,40.687692999999996,-73.87348399999999,172.0
B13,0.0,CRESCENT ST/LIBERTY AV,40.678058,-73.87066899999999,0.0
B13,0.0,CRESCENT ST/RIDGEWOOD AV,40.68568,-73.872824,3.0
B13,0.0,CYPRESS HILL ST/CYPRESS AV,40.692223999999996,-73.882552,45.0
B13,0.0,CYPRESS HILLS ST/78 AV,40.697765999999994,-73.887743,19.0
B13,0.0,DE KALB AV/WYCKOFF AV,40.703881,-73.918544,104.0
B13,0.0,ELDERT LA/LORING AV,40.668154,-73.862512,3.0
B13,0.0,ERSKINE ST/GATEWAY PL,40.651540999999995,-73.86846,285.0
B13,0.0,EUCLID AV/BLAKE AV,40.671566,-73.871003,10.0
B13,0.0,EUCLID AV/LINDEN BL,40.668699,-73.869153,131.0
B13,0.0,FOREST AV/WOODBINE ST,40.705311,-73.902188,169.0
B13,0.0,FRESH POND RD/70 AV,40.701774,-73.894913,125.0
B13,0.0,FRESH POND RD/CATALPA AV,40.703078999999995,-73.895375,134.0
B13,0.0,FRESH POND RD/MYRTLE AV,40.700821999999995,-73.894295,70.0
B13,0.0,GATES AV/CYPRESS AV,40.702283,-73.90942,12.0
B13,0.0,GATES AV/GRANDVIEW AV,40.707621,-73.90351,116.0
B13,0.0,GATES AV/ONDERDONK AV,40.704004,-73.907661,14.0
B13,0.0,GATES AV/WOODWARD AV,40.705935,-73.905689,126.0
B13,0.0,GATES AV/WYCKOFF AV,40.700128,-73.911613,15.0
B13,0.0,GATEWAY DR/SITE DR,40.649302,-73.8733,277.0
B13,0.0,JAMAICA AV/CYPRESS HILLS ST,40.689293,-73.87406,145.0
B13,0.0,LINDEN BL/CRESCENT ST,40.668909,-73.867834,60.0
B13,0.0,LINDEN BL/ELDERT LA,40.669576,-73.863157,20.0
B13,0.0,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664706,-73.862922,0.0
B13,0.0,PUTNAM AV/FOREST AV,40.706365999999996,-73.897492,373.0
B13,0.0,PUTNAM AV/FRESH POND RD,40.7064,-73.897351,0.0
B13,0.0,STANLEY AV/CRESCENT ST,40.664932,-73.867402,96.0
B13,0.0,STANLEY AV/SHERIDAN AV,40.664823,-73.86275,176.0
B13,0.0,SUTTER AV/EUCLID AV,40.672703000000006,-73.87128299999999,27.0
B13,0.0,VANDALIA AV/ERSKINE ST,40.653615,-73.86721800000001,520.0
B13,0.0,WYCKOFF AV/DE KALB AV,40.704429,-73.919421,0.0
B13,0.0,WYCKOFF AV/GREENE AV,40.701901,-73.915348,66.0
B13,0.0,WYCKOFF AV/MENAHAN ST,40.701322999999995,-73.91431999999999,8.0
B13,0.0,WYCKOFF AV/STANHOPE ST,40.70305,-73.917209,4.0
B13,1.0,61 ST/75 AV,40.698727000000005,-73.893946,41.0
B13,1.0,61 ST/ST FELIX AV,40.697333,-73.89374699999999,12.0
B13,1.0,67 AV/60 ST,40.704737,-73.90194699999999,152.0
B13,1.0,67 AV/FRESH POND RD,40.705715000000005,-73.896744,2.0
B13,1.0,CRESCENT ST/ETNA ST,40.68694,-73.873221,16.0
B13,1.0,CRESCENT ST/FULTON ST,40.683864,-73.872259,54.0
B13,1.0,CRESCENT ST/LIBERTY AV,40.678215,-73.870705,13.0
B13,1.0,CRESCENT ST/STANLEY AV,40.665473,-73.86750699999999,36.0
B13,1.0,CYPRESS HILL ST/MACHPELAH CEM N,40.694303999999995,-73.884869,89.0
B13,1.0,CYPRESS HILLS ST/80 AV,40.697139,-73.887512,61.0
B13,1.0,CYPRESS HILLS ST/JAMAICA AV,40.688798,-73.875982,6.0
B13,1.0,ELDERT LA/LINDEN BL,40.669286,-73.862861,23.0
B13,1.0,ELDERT LA/LORING AV,40.668626,-73.862629,109.0
B13,1.0,EUCLID AV/BLAKE AV,40.6725,-73.87123299999999,171.0
B13,1.0,EUCLID AV/DUMONT AV,40.670239,-73.870673,84.0
B13,1.0,EUCLID AV/LIBERTY AV,40.677929999999996,-73.87244,45.0
B13,1.0,EUCLID AV/LINDEN BL,40.668203999999996,-73.870154,3.0
B13,1.0,FOREST AV/PUTNAM AV,40.706007,-73.902553,93.0
B13,1.0,FOREST AV/WOODBINE ST,40.706567,-73.902885,55.0
B13,1.0,FOUNTAIN AV/BKLYN DEVEL CTR,40.659406,-73.866488,407.0
B13,1.0,FOUNTAIN AV/FLATLANDS AV,40.660109999999996,-73.867007,7.0
B13,1.0,FRESH POND RD/70 AV,40.702749,-73.895259,9.0
B13,1.0,FRESH POND RD/CATALPA AV,40.703793,-73.89563299999999,15.0
B13,1.0,FRESH POND RD/MYRTLE AV,40.701003,-73.89464100000001,11.0
B13,1.0,GATES AV/CYPRESS AV,40.702135999999996,-73.909571,29.0
B13,1.0,GATES AV/FAIRVIEW AV,40.705793,-73.905835,112.0
B13,1.0,GATES AV/WOODWARD AV,40.705419,-73.906215,13.0
B13,1.0,GATEWAY CTR TERM/GATEWAY DR,40.652212,-73.876287,76.0
B13,1.0,GATEWAY DR/SITE DR,40.650323,-73.87018499999999,22.0
B13,1.0,JAMAICA AV/CRESCENT ST,40.689227,-73.874211,12.0
B13,1.0,LINDEN BL/AUTUMN AV,40.668757,-73.866541,25.0
B13,1.0,WYCKOFF AV/BLEECKER ST,40.701689,-73.914976,46.0
B13,1.0,WYCKOFF AV/DE KALB AV,40.704368,-73.919322,0.0
B13,1.0,WYCKOFF AV/HARMAN ST,40.702718,-73.916676,71.0
B13,1.0,WYCKOFF AV/STANHOPE ST,40.703334000000005,-73.91766199999999,22.0
B14,0.0,DREW ST/LINDEN BL,40.670094,-73.861062,12.0
B14,0.0,DREW ST/SUTTER AV,40.673895,-73.86425799999999,221.0
B14,0.0,DUMONT AV/MOTHER GASTON BL,40.666294,-73.905998,224.0
B14,0.0,EASTERN PY/BUFFALO AV,40.668296000000005,-73.925865,1.0
B14,0.0,EASTERN PY/ROCHESTER AV,40.668442,-73.92854,52.0
B14,0.0,EASTERN PY/UTICA AV,40.668591,-73.93123,0.0
B14,0.0,LORING AV/DREW ST,40.668094,-73.86055400000001,41.0
B14,0.0,MOTHER GASTON BL/BELMONT AV,40.668803999999994,-73.90663,16.0
B14,0.0,MOTHER GASTON BL/PITKIN AV,40.669945,-73.90692299999999,2.0
B14,0.0,PITKIN AV/HOWARD AV,40.66806,-73.920539,89.0
B14,0.0,PITKIN AV/ROCKAWAY AV,40.669431,-73.91242700000001,178.0
B14,0.0,PITKIN AV/SARATOGA AV,40.668766,-73.916911,5.0
B14,0.0,PITKIN AV/THOMAS S BOYLAND ST,40.669182,-73.914109,84.0
B14,0.0,POSTAL FACILITY RD/IN FRONT OF FACILITY,40.664696,-73.86307,0.0
B14,0.0,POWELL ST/BLAKE AV,40.666792,-73.90324,14.0
B14,0.0,RALPH AV/EASTERN PY,40.668137,-73.922833,50.0
B14,0.0,STANLEY AV/ELDERT LA,40.667516,-73.862351,163.0
B14,0.0,SUTTER AV/CLEVELAND ST,40.671106,-73.883523,25.0
B14,0.0,SUTTER AV/CRESCENT ST,40.67293,-73.87090699999999,107.0
B14,0.0,SUTTER AV/FOUNTAIN AV,40.672428000000004,-73.874323,4.0
B14,0.0,SUTTER AV/GEORGIA AV,40.668907,-73.898344,140.0
B14,0.0,SUTTER AV/HENDRIX ST,40.670367999999996,-73.8885,7.0
B14,0.0,SUTTER AV/LINCOLN AV,40.673506,-73.86693299999999,48.0
B14,0.0,SUTTER AV/PENNSYLVANIA AV,40.669297,-73.895709,78.0
B14,0.0,SUTTER AV/POWELL ST,40.668191,-73.903153,2.0
B14,0.0,SUTTER AV/VAN SINDEREN AV,40.668383,-73.901862,46.0
B14,0.0,SUTTER AV/WILLIAMS AV,40.668847,-73.898744,22.0
B14,0.0,SUTTER AV/WYONA ST,40.669845,-73.892026,0.0
B14,1.0,DUMONT AV/JUNIUS ST,40.665168,-73.902074,20.0
B14,1.0,EASTERN PY/BUFFALO AV,40.668624,-73.924001,102.0
B14,1.0,EASTERN PY/RALPH AV,40.668501,-73.918713,536.0
B14,1.0,EASTERN PY/ROCHESTER AV,40.668849,-73.928108,8.0
B14,1.0,EASTERN PY/SCHENECTADY AV,40.669146999999995,-73.933611,9.0
B14,1.0,EASTERN PY/UTICA AV,40.668606,-73.931504,0.0
B14,1.0,ELDERT LA/LORING AV,40.666233,-73.862183,230.0
B14,1.0,JUNIUS ST/SUTTER AV,40.668115,-73.902585,12.0
B14,1.0,LINCOLN AV/BLAKE AV,40.66928,-73.865255,339.0
B14,1.0,LINDEN BL/ELDERT LA,40.668820000000004,-73.862677,135.0
B14,1.0,LINDEN BL/SHERIDAN AV,40.669491,-73.86376899999999,82.0
B14,1.0,MOTHER GASTON BL/BELMONT AV,40.669292,-73.906754,2.0
B14,1.0,MOTHER GASTON BL/SUTTER AV,40.667849,-73.90639,22.0
B14,1.0,PITKIN AV/BRISTOL ST,40.669351,-73.912961,2.0
B14,1.0,PITKIN AV/LEGION ST,40.668764,-73.916931,103.0
B14,1.0,PITKIN AV/OSBORN ST,40.669912,-73.909204,5.0
B14,1.0,PITKIN AV/STRAUSS ST,40.668797999999995,-73.91670400000001,3.0
B14,1.0,STANLEY AV/SHERIDAN AV,40.665172999999996,-73.86317,119.0
B14,1.0,SUTTER AV/ALABAMA AV,40.668908,-73.89834,6.0
B14,1.0,SUTTER AV/AUTUMN AV,40.673435999999995,-73.86664,130.0
B14,1.0,SUTTER AV/BERRIMAN ST,40.671777,-73.87894,60.0
B14,1.0,SUTTER AV/ELTON ST,40.67131,-73.88214599999999,84.0
B14,1.0,SUTTER AV/FOUNTAIN AV,40.672740999999995,-73.872128,205.0
B14,1.0,SUTTER AV/HINSDALE ST,40.668639,-73.900164,12.0
B14,1.0,SUTTER AV/LOGAN ST,40.672394,-73.874566,118.0
B14,1.0,SUTTER AV/MONTAUK AV,40.672059000000004,-73.876974,69.0
B14,1.0,SUTTER AV/PENNSYLVANIA AV,40.669313,-73.8956,4.0
B14,1.0,SUTTER AV/SCHENCK AV,40.670621000000004,-73.886781,133.0
B14,1.0,SUTTER AV/VAN SICLEN AV,40.670203,-73.889605,39.0
B15,0.0,130 PL/ BERGEN RD STOP 22,40.65842,-73.810774,0.0
B15,0.0,130 PL/E HANGAR RD STOP 18,40.654941,-73.80929300000001,24.0
B15,0.0,130 PL/W HANGAR RD STOP 20A,40.657889000000004,-73.81071899999999,93.0
B15,0.0,ALBANY AV/ATLANTIC AV,40.678202,-73.938587,80.0
B15,0.0,ALBANY AV/FULTON ST,40.679549,-73.938458,23.0
B15,0.0,Air Train Station,40.661559000000004,-73.824189,24.0
B15,0.0,B15 East  GEO,40.670613,-73.853984,222.0
B15,0.0,BUFFALO AV/PARK PL,40.672847999999995,-73.92517099999999,127.0
B15,0.0,BUFFALO AV/PROSPECT PL,40.673845,-73.925112,72.0
